rank	character	count	cumulative	pinyin	eng
1233	奖	20690	92.2104671749	jiang3	prize/award/encouragement
1234	绍	20681	92.2211548083	shao4	connect/to introduce
1235	厚	20624	92.2318129849	hou4	generous/thick (for flat things)
1236	纵	20599	92.2424582419	zong1/zong4	vertical, even if/release
1237	障	20503	92.2530538875	zhang4	to block/to hinder/to obstruct
1238	讯	20488	92.2636417813	xun4	to question/to ask/to interrogate/rapid/speedy/fast/news/information
1239	涉	20482	92.2742265745	she4	involve/concern/wade/to experience
1240	彻	20461	92.2848005151	che4	pervade/penetrate/pass through/thorough/penetrating
1241	刊	20458	92.2953729054	kan1	to print/publish
1242	丈	20372	92.3059008521	zhang4	ten feet
1243	爆	20340	92.3164122618	bao4	to crack/to explode or burst
1244	乌	20291	92.326898349	wu1	a crow/black
1245	役	20254	92.3373653151	yi4	service
1246	描	20247	92.3478286637	miao2	depict/to trace (a drawing)/to copy/to touch up
1247	洗	20229	92.3582827102	xi3	to wash/to bathe
1248	玛	20207	92.3687253874	ma3	agate/cornelian
1249	患	20203	92.3791659975	huan4	misfortune/suffer (from illness)/trouble/danger/worry/to contract (a disease)
1250	妙	20165	92.3895869697	miao4	clever/wonderful
1251	镜	20100	92.3999743509	jing4	mirror
1252	唱	20085	92.4103539803	chang4	sing/to call loudly/to chant
1253	烦	20076	92.4207289587	fan2	feel vexed/to bother
1254	签	20057	92.4310941182	qian1	sign one's name, a note/a stick/sign one's name
1255	仙	20051	92.4414561769	xian1	immortal
1256	彼	20021	92.4518027321	bi3	that/those/(one) another)
1257	弗	19905	92.4620893402	fu2	not
1258	症	19878	92.4723619951	zheng1/zheng4	obstruction of bowels, disease/illness
1259	仿	19870	92.4826305157	fang3	to imitate/to copy, imitate, seemingly
1260	倾	19849	92.4928881839	qing1	to overturn/to collapse/to lean/to tend/to incline/to pour out
1261	牌	19752	92.5030957238	pai2	cards/game pieces/signboard/plate/tablet
1262	陷	19703	92.5132779413	xian4	to fall/trap
1263	鸟	19698	92.5234575749	niao3	bird
1264	轰	19670	92.5336227385	hong1	explosion/bang/boom/rumble/strike (by thunder or a bomb)
1265	咱	19554	92.543727955	za2/zan2	we (incl.), we (incl.)
1266	菜	19516	92.5538135337	cai4	dish (type of food)/vegetables
1267	闭	19515	92.5638985956	bi4	to close/stop up/shut/obstruct
1268	奋	19499	92.573975389	fen4	exert oneself
1269	庆	19487	92.5840459809	qing4	celebrate
1270	撤	19485	92.5941155392	che4	remove/take away/withdraw
1271	泪	19411	92.6041468555	lei4	tears
1272	茶	19404	92.6141745542	cha2	tea/tea plant
1273	疾	19402	92.6242012194	ji2	sickness/disease/hate/envy
1274	缘	19330	92.6341906761	yuan2	along/predestined affinity/reason/edge
1275	播	19327	92.6441785824	bo1	sow/scatter/spread/broadcast
1276	朗	19288	92.6541463341	lang3	clear/bright
1277	杜	19246	92.6640923808	du4	(surname)/fabricate/restrict/to prevent
1278	奶	19219	92.6740244743	nai3	breast/lady/milk
1279	季	19211	92.6839524335	ji4	season/period
1280	丹	19171	92.6938597213	dan1	red/pellet/powder/cinnabar
1281	狗	19093	92.7037266999	gou3	dog
1282	尾	19076	92.7135848931	wei3	tail
1283	仪	19064	92.7234368849	yi2	apparatus/rites/appearance/present/ceremony
1284	偷	19006	92.7332589032	tou1	to steal/to pilfer
1285	奔	18989	92.7430721361	ben1/ben4	to hurry or rush/to run quickly/to elope, go to/towards
1286	珠	18916	92.7528476437	zhu1	bead/pearl
1287	虫	18909	92.7626195338	chong2	insect/worm, an animal/an invertebrate/a worm/an insect
1288	驻	18901	92.7723872897	zhu4	resident in/stationed in/located at/to station (troops)
1289	孔	18890	92.7821493608	kong3	(surname)/hole
1290	宜	18833	92.7918819753	yi2	proper/should/suitable/appropriate
1291	艾	18825	92.8016104554	ai4	(surname)/Artemisia vulgaris/Chinese mugwort
1292	桥	18815	92.8113337678	qiao2	bridge
1293	淡	18779	92.8210384758	dan4	insipid/diluted/weak/light in color/tasteless/fresh/indifferent/nitrogen
1294	翼	18710	92.8307075257	yi4	wing
1295	恨	18702	92.8403724413	hen4	to hate
1296	繁	18699	92.8500358065	fan2	complicated/many/in great numbers
1297	寒	18684	92.8596914199	han2	cold/poor/to tremble
1298	伴	18678	92.8693439327	ban4	a partner/companion or associate/to accompany/comrade
1299	叹	18587	92.878949418	tan4	to sigh
1300	旦	18569	92.8885456012	dan4	dawn/morning/day-break/day
1301	愈	18540	92.8981267976	yu4	heal/the more...the more/to recover/better, heal
1302	潮	18532	92.9077038597	chao2	tide/current/damp/moist/humid
1303	粮	18528	92.9172788546	liang2	provisions
1304	缩	18495	92.9268367957	suo1	to withdraw/to pull back/to contract/to shrink/to reduce
1305	罢	18492	92.9363931864	ba4/ba	to stop/cease/dismiss/suspend/to quit/to finish, (final part.)
1306	聚	18458	92.9459320064	ju4	form gathering/gather
1307	径	18428	92.9554553229	jing4	path
1308	恰	18420	92.9649745051	qia4	exactly/just
1309	挑	18417	92.9744921369	tiao1/tiao3	carry on a pole/choose, incite
1310	袋	18381	92.9839911645	dai4	a pouch/bag/sack/pocket
1311	灰	18298	92.9934472989	hui1	gray/ash
1312	捕	18236	93.0028713926	bu3	to catch/to seize/to capture/to catch
1313	徐	18175	93.0122639624	xu2	slow/gentle/Xu (a surname)
1314	珍	18144	93.0216405119	zhen1	precious thing/treasure
1315	幕	18138	93.0310139607	mu4	stage curtain/tent
1316	映	18102	93.0403688052	ying4	reflect/shine
1317	裂	18093	93.0497189986	lie4	crack/split
1318	泰	18069	93.0590567892	tai4	safe/peaceful/most/Thai(land)/grand
1319	隔	18056	93.0683878616	ge2	to separate/to stand or lie between/to divide/to cut off
1320	启	18041	93.0777111822	qi3	to open/to start
1321	尖	18036	93.0870319189	jian1	point (of needle)/sharp/shrewd/pointed
1322	忠	18021	93.0963449038	zhong1	loyal
1323	累	18017	93.1056558216	lei2/lei3/lei4	cumbersome, accumulate, implicate/tired
1324	炎	17971	93.1149429672	yan2	flame/inflammation/-itis
1325	暂	17968	93.1242285625	zan4	temporarily
1326	估	17943	93.1335012382	gu1/gu4	estimate, old/second-hand (clothes)
1327	泛	17928	93.1427661621	fan4	broad/vast/float/pan-, float/general/vague
1328	荒	17924	93.1520290188	huang1	out of practice/uncultivated
1329	偿	17919	93.1612892917	chang2	to compensate/pay back/to recompense
1330	横	17912	93.170545947	heng2/heng4	horizontal/across/(horizontal character stroke), unruly
1331	拒	17892	93.1797922666	ju4	to resist/to repel/to refuse
1332	瑞	17869	93.1890267002	rui4	lucky/auspicious/propitious/rayl (acoustical unit)
1333	忆	17829	93.1982404624	yi4	remember
1334	孤	17817	93.2074480231	gu1	lone/lonely
1335	鼻	17773	93.2166328453	bi2	nose
1336	闹	17764	93.2258130165	nao4	make noise or disturbance
1337	羊	17763	93.2349926708	yang2	(surname)/sheep
1338	呆	17746	93.2441635398	dai1	foolish/stupid/no expression/stay, stay/stupid
1339	厉	17726	93.2533240731	li4	severe
1340	衡	17719	93.2624809889	heng2	to weigh/weight/measure
1341	胞	17702	93.2716291193	bao1	the placenta/womb
1342	零	17675	93.2807632966	ling2	remnant/zero
1343	穷	17672	93.2898959235	qiong2	exhausted/poor
1344	舍	17647	93.2990156308	she3/she4	give up/abandon, residence
1345	码	17626	93.3081244856	ma3	a weight/number/yard/pile/stack
1346	赫	17613	93.3172266221	he4	(surname)/awe-inspiring
1347	婆	17603	93.3263235909	po2	grandmother/matron/mother-in-law
1348	魂	17535	93.3353854182	hun2	soul
1349	灾	17531	93.3444451784	zai1	disaster/calamity
1350	洪	17526	93.3535023547	hong2	flood
1351	腿	17509	93.3625507456	tui3	leg
1352	胆	17486	93.3715872505	dan3	the gall/the nerve/courage/guts/gall bladder
1353	津	17470	93.3806154868	jin1	Tianjin/ferry
1354	俗	17463	93.3896401056	su2	vulgar
1355	辩	17459	93.3986626572	bian4	dispute/debate/argue/discuss
1356	胸	17392	93.4076505843	xiong1	chest/bosom/heart/mind/thorax
1357	晓	17316	93.4165992357	xiao3	dawn/to know/to tell (sb sth)/dawn
1358	劲	17307	93.425543236	jin4/jing4	strength, stalwart/sturdy
1359	贫	17263	93.4344644978	pin2	poor
1360	仁	17263	93.4433857596	ren2	humane
1361	偶	17246	93.452298236	ou3	accidental/image/pair/mate
1362	辑	17169	93.46117092	ji2	gather up/collect/edit/compile
1363	邦	17153	93.4700353354	bang1	a state/country or nation
1364	恢	17123	93.4788842473	hui1	to restore/to recover/great
1365	赖	17123	93.4877331591	lai4	disclaim/rely/to blame
1366	圈	17115	93.4965779367	juan1/juan4/quan1	to confine/enclose, pen (pig)/a fold, circle/ring/loop
1367	摸	17067	93.5053979086	mo1/mo2	feel with the hand/to touch/to stroke/to grope/to feel (one's pulse), imitate/copy
1368	仰	16940	93.5141522488	yang3	look up
1369	润	16922	93.5228972868	run4	smooth/moist
1370	堆	16920	93.5316412913	dui1	a pile/a mass/heap/stack
1371	碰	16919	93.540384779	peng4	to touch/to meet with/to bump
1372	艇	16868	93.5491019106	ting3	small boat
1373	稍	16855	93.5578123241	shao1	somewhat/a little
1374	迟	16808	93.5664984486	chi2	late/delayed/slow
1375	辆	16767	93.575163385	liang4	(a measure word for vehicles)
1376	废	16754	93.5838216031	fei4	abolish/crippled
1377	净	16751	93.5924782709	jing4	clean, clean/completely/only
1378	凶	16707	93.6011122002	xiong1	fierce, fierce/terrible/ominous
1379	署	16641	93.6097120216	shu3	office/bureau
1380	壁	16588	93.6182844534	bi4	wall/rampart
1381	御	16586	93.6268558516	yu4	defend/imperial/to drive, defend/resist
1382	奉	16453	93.6353585175	feng4	to receive (from superior)/to offer/to revere
1383	旋	16441	93.6438549819	xuan2/xuan4	revolve, lathe/specially for an occasion
1384	冬	16368	93.6523137209	dong1	winter
1385	矿	16360	93.6607683258	kuang4	ore/mine
1386	抬	16315	93.6691996752	tai2	to lift/to raise/(of two or more persons) to carry
1387	蛋	16305	93.6776258568	dan4	egg/oval shaped
1388	晨	16235	93.6860158635	chen2	morning/dawn/daybreak
1389	伏	16181	93.6943779638	fu2	conceal (ambush)/prostrate/submit
1390	吹	16180	93.7027395472	chui1	to blow/blast/puff/boast/brag/end in failure
1391	鸡	16164	93.7110928622	ji1	fowl/chicken
1392	倍	16102	93.7194141364	bei4	(two, three, etc) -fold/times (multiplier)/double/to increase or multiply
1393	糊	16098	93.7277333435	hu2/hu4	muddled/paste/scorched, paste/cream
1394	秦	16088	93.7360473827	qin2	(surname)/name of a dynasty
1395	盾	16080	93.7443572877	dun4	shield
1396	杯	16068	93.7526609913	bei1	cup/a measure word
1397	租	16052	93.7609564262	zu1	rent/taxes
1398	骑	16037	93.7692441094	qi2	to ride (an animal or bike)/to sit astride
1399	乏	16010	93.7775178394	fa2	short of/tired
1400	隆	15979	93.7857755491	long1/long2	sound of drums, grand/intense/prosperous/start (a fire)
1401	诊	15931	93.7940084531	zhen3	examine or treat medically
1402	奴	15917	93.8022341221	nu2	slave
1403	摄	15801	93.810399844	she4	assist/collect/absorb
1404	丧	15731	93.818529391	sang1/sang4	mourning/funeral, lose (by death)
1405	污	15696	93.8266408504	wu1	see 污, dirt/filth
1406	渡	15692	93.8347502428	du4	to cross/to pass through/to ferry
1407	旗	15665	93.8428456819	qi2	banner/flag
1408	甘	15654	93.8509354364	gan1	(surname)/sweet
1409	耐	15629	93.8590122713	nai4	to be unbearable/unable to endure
1410	凭	15619	93.8670839383	ping2	lean against/proof/to rely on/to depend on/to be based on
1411	扎	15600	93.8751457864	za1/zha1/zha2	to tie/to bind, tie with string or ribbon/bind with rope or cord/to stop, to prick/to run or stick (a needle, etc.) into, penetrating (as of cold)/struggle
1412	抢	15596	93.8832055673	qiang1/qiang3	against wind, fight over/to rush/to scramble/to grab/to rob/to snatch
1413	绪	15571	93.8912524287	xu4	beginnings/clues/mental state/thread
1414	粗	15557	93.899292055	cu1	coarse/rough/thick/unfinished/vulgar/rude/crude
1415	肩	15528	93.9073166946	jian1	shoulder
1416	梁	15387	93.9152684674	liang2	(surname)/beam of roof/bridge, beam of roof
1417	幻	15371	93.9232119718	huan4	fantasy
1418	菲	15365	93.9311523753	fei1	rich/luxurious/phenanthrene (chemical)/Philippines
1419	皆	15357	93.9390886447	jie1	all/each and every/in all cases
1420	碎	15334	93.9470130279	sui4	to break down/to break into pieces/fragmentary
1421	宙	15331	93.9549358608	zhou4	universe
1422	叔	15310	93.9628478412	shu1	uncle in direct address
1423	岩	15279	93.9707438013	yan2	cliff/rock, cliff
1424	荡	15268	93.9786340767	dang4	a pond/pool/wash/squander/sweep away/move/shake/dissolute
1425	综	15258	93.9865191843	zong1	to sum up
1426	爬	15255	93.9944027415	pa2	crawl/climb
1427	荷	15249	94.0022831981	he2/he4	lotus, peppermint/to carry burden
1428	悉	15234	94.0101559028	xi1	in all cases/know
1429	蒂	15183	94.0180022515	di4	stem (of fruit)
1430	返	15179	94.0258465331	fan3	to return (to)
1431	井	15158	94.0336799621	jing3	warn/well
1432	壮	15151	94.0415097737	zhuang4	to strengthen/strong/robust
1433	薄	15150	94.0493390685	bo2/bo4/bao2	mean/slight/thin, thin/slight/meagre/small/ungenerous/unkind/mean/frivolous/despise/belittle/to approach/to go near/peppermint
1434	悄	15141	94.0571637122	qiao3/qiao1	quiet/sad
1435	扫	15140	94.0649878392	sao3/sao4	to sweep, broom
1436	敏	15135	94.0728093822	min3	keen
1437	碍	15121	94.0806236902	ai4	to hinder/to obstruct/to block
1438	殖	15118	94.0884364479	zhi2	grow/reproduce
1439	详	15099	94.0962393866	xiang2	detailed/comprehensive
1440	迪	15073	94.104028889	di2	direct/follow
1441	矛	15059	94.1118111563	mao2	spear/lance/pike
1442	霍	15034	94.119580504	huo4	(surname)/cholera
1443	允	15027	94.1273462342	yun3	just/fair/to permit/to allow
1444	幅	15021	94.1351088637	fu2	(measure word for textile or picture)/width/roll
1445	撒	15003	94.1428621911	sa1/sa3	let go, to scatter
1446	剩	14996	94.150611901	sheng4	have as remainder
1447	凯	14990	94.1583585102	kai3	triumphant/victorious
1448	颗	14987	94.166103569	ke1	(measure word for small spheres)
1449	骂	14976	94.1738429431	ma4	scold/abuse
1450	赏	14946	94.1815668138	shang3	enjoy the beauty of/give
1451	液	14940	94.1892875837	ye4	liquid/fluid
1452	番	14927	94.1970016354	fan1/pan1	(measure word for acts)/deeds/foreign, (surname)/place name
1453	箱	14913	94.2047084521	xiang1	box/trunk/chest
1454	贴	14888	94.2124023492	tie1	to stick/to paste/to keep close to/to fit snugly/subsidize/allowance
1455	漫	14869	94.2200864274	man4	free/unrestrained/inundate
1456	酸	14855	94.2277632705	suan1	sour/sore/ache/acid
1457	郎	14845	94.2354349459	lang2	(surname)/a youth
1458	腰	14841	94.243104554	yao1	waist
1459	舒	14833	94.2507700279	shu1	(surname)/relax
1460	眉	14763	94.2583993269	mei2	eyebrow/upper margin
1461	忧	14753	94.266023458	you1	worried
1462	浮	14717	94.2736289848	fu2	to float
1463	辛	14713	94.2812324445	xin1	8th heavenly stem/tired
1464	恋	14674	94.2888157496	lian4	feel attached to/long for/love
1465	餐	14641	94.2963820007	can1	eat/meal
1466	吓	14620	94.3039373994	xia4	to frighten/to scare/to intimidate/to threaten
1467	挺	14615	94.3114902141	ting3	be straight and stiff/rather (good)
1468	励	14512	94.3189898	li4	exhort
1469	辞	14439	94.3264516606	ci2	bid farewell/diction/resign/say goodbye/take leave/decline
1470	艘	14438	94.3339130043	sao1/sou1	measure word for warships (Taiwan pronunciation), measure word for boats and ships (mainland pronunciation)
1471	键	14434	94.341372281	jian4	(door lock) key
1472	伍	14425	94.3488269065	wu3	associate with/five/company
1473	峰	14424	94.3562810153	feng1	peak/summit
1474	尺	14422	94.3637340905	chi3	a Chinese foot (M)/one-third of a meter/a ruler/a note musical note on traditional Chinese scale
1475	昨	14406	94.3711788972	zuo2	yesterday
1476	黎	14389	94.3786149185	li2	(surname)/black/abbreviation for Lebanon
1477	辈	14384	94.3860483559	bei4	contemporaries/generation/lifetime
1478	贯	14361	94.3934699072	guan4	pierce/to string
1479	侦	14329	94.4008749214	zhen1	to scout/to spy
1480	滑	14303	94.4082664991	gu3/hua2	comical, comical/cunning/slippery/smooth
1481	券	14293	94.4156529091	quan4	deed/bond/contract/ticket
1482	崇	14262	94.4230232987	chong2	high/dignified/lofty/to honor
1483	扰	14252	94.4303885204	rao3	disturb
1484	宪	14251	94.4377532254	xian4	statute/constitution
1485	绕	14172	94.4450771043	rao4	go around/to wind (around)
1486	趋	14160	94.4523947818	qu1	to hasten/to hurry/walk fast
1487	慈	14141	94.4597026404	ci2	compassionate/gentle/merciful/kind/humane
1488	乔	14107	94.4669929283	qiao2	tall
1489	阅	14067	94.4742625448	yue4	peruse/review/to read
1490	汗	14011	94.4815032213	han4	perspiration/sweat
1491	枝	13982	94.488728911	zhi1	branch/(a measure word)
1492	拖	13973	94.4959499497	tuo1	dragging (brush stroke in painting)/to drag along
1493	墨	13959	94.5031637534	mo4	China ink/ink stick
1494	胁	13948	94.5103718725	xie2	side of body/threaten
1495	插	13938	94.5175748237	cha1	insert/stick in/pierce/to take part in/to interfere/to interpose
1496	箭	13922	94.5247695063	jian4	arrow
1497	腊	13892	94.5319486854	la4	preserved (meat), December/preserved (meat)
1498	粉	13874	94.5391185624	fen3	dust/powder
1499	泥	13874	94.5462884393	ni2/ni4	mud/paste/pulp, restrained
1500	氏	13868	94.5534552156	shi4	clan name/maiden name
1501	彭	13866	94.5606209583	peng2	(surname)
1502	拔	13865	94.5677861842	ba2	pull up/pull out/select/promote
1503	骗	13854	94.5749457254	pian4	to cheat/to swindle/to deceive/to fool
1504	凤	13817	94.5820861456	feng4	phoenix
1505	慧	13810	94.5892229483	hui4	intelligent
1506	媒	13802	94.5963556168	mei2	medium/intermediary/matchmaker/go-between
1507	佩	13784	94.6034789831	pei4	to respect/wear (belt, etc.), girdle ornaments
1508	愤	13749	94.6105842619	fen4	indignant/anger/resentment
1509	扑	13748	94.6176890239	pu1	to rush at/to throw oneself on, rush on
1510	龄	13733	94.6247860342	ling2	age
1511	驱	13692	94.6318618562	qu1	to expel/to urge on/to drive/to run quickly
1512	惜	13687	94.6389350944	xi1	pity, regret, rue, begrudge
1513	豪	13680	94.646004715	hao2	grand/heroic
1514	掩	13680	94.6530743356	yan3	cover up/to surprise
1515	兼	13656	94.6601315534	jian1	double/twice/simultaneous/holding two or more (official) posts at the same time
1516	跃	13645	94.6671830866	yue4	to jump/to leap
1517	尸	13609	94.6742160155	shi1	corpse
1518	肃	13581	94.6812344744	su4	Gansu/respectful
1519	帕	13566	94.6882451816	pa4	handkerchief
1520	驶	13537	94.6952409019	shi3	hasten/proceed to/sail a vessel
1521	堡	13533	94.7022345552	bao3/pu4	an earthwork/castle/position of defense/stronghold, character used in place names
1522	届	13521	94.709222007	jie4	arrive at (place or time)/period/to become due/measure words for events (e.g., meetings, elections)
1523	欣	13500	94.7161986063	xin1	happy
1524	惠	13492	94.7231710713	hui4	favor/kind act (from above)
1525	册	13462	94.7301280328	ce4	book/a measure word for books/booklet
1526	储	13408	94.7370570879	chu3	savings/to save/to deposit/to store/(a surname)
1527	飘	13357	94.7439597869	piao1	to float
1528	桑	13328	94.7508474992	sang1	mulberry tree
1529	闲	13316	94.7577290101	xian2	to stay idle/to be unoccupied/not busy/leisure/enclosure
1530	惨	13314	94.7646094873	can3	miserable/wretched/cruel/inhuman/seriously/badly/tragic
1531	洁	13261	94.771462575	jie2	clean
1532	踪	13193	94.7782805213	zong1	footprint/trace/tracks
1533	勃	13183	94.7850932997	bo2	flourishing/prosperous/suddenly/abruptly
1534	宾	13149	94.7918885075	bin1	visitor/guest
1535	频	13127	94.7986723459	pin2	frequency/frequently/repetitious
1536	仇	13118	94.8054515333	chou2/qiu2	hatred/animosity/enmity/a rival/an enemy/feud, (surname)/match/mate
1537	磨	13082	94.8122121164	mo2/mo4	to sharpen/to delay/hardship/to grind/to rub, grindstone
1538	递	13012	94.8189365246	di4	to hand over/to pass/to give
1539	邪	12952	94.8256299257	xie2	demonical/iniquitous/nefarious
1540	撞	12894	94.8322933532	zhuang4	to hit/to strike/to meet by accident/to run into/to bump against/to bump into
1541	拟	12885	94.8389521297	ni3	plan to
1542	滚	12863	94.8455995369	gun3	to boil/to roll
1543	奏	12859	94.8522448769	zou4	present a memorial
1544	巡	12852	94.8588865995	xun2	to patrol/to make one's rounds
1545	颜	12837	94.8655205702	yan2	(surname)/color/countenance
1546	剂	12821	94.8721462724	ji4	dose
1547	绩	12789	94.8787554375	ji1/ji4	merit/accomplishment
1548	贡	12785	94.8853625355	gong4	tribute/gifts
1549	疯	12771	94.8919623984	feng1	insane/mad/wild
1550	坡	12758	94.8985555432	po1	slope
1551	瞧	12745	94.9051419697	qiao2	look at
1552	截	12718	94.9117144431	jie2	a section/cut off (a length)
1553	燃	12708	94.9182817485	ran2	burn/combustion
1554	焦	12684	94.9248366512	jiao1	burnt/scorched/worried/anxious
1555	殿	12667	94.9313827685	dian4	palace hall
1556	伪	12654	94.9379221676	wei3	false/fake/forged/bogus
1557	柳	12642	94.9444553653	liu3	willow/Liu (a surname)
1558	锁	12638	94.9509864958	suo3	to lock up/to lock
1559	逼	12623	94.9575098745	bi1	close to/compel, force/compel/drive/press for/extort/press on towards/press up to/close in on/close
1560	颇	12605	94.9640239512	po1	quite/rather/uneven/sloping
1561	昏	12600	94.9705354439	hun1	muddle-headed/twilight/to faint/to lose consciousness
1562	劝	12587	94.9770402184	quan4	to advise/to urge/to try to persuade/exhort
1563	呈	12567	94.9835346571	cheng2	to assume (a form)/to submit/to petition/to show/to present/to offer
1564	搜	12537	94.9900135924	sou1	to search
1565	勤	12536	94.9964920108	qin2	diligent/frequent
1566	戒	12510	95.0029569929	jie4	swear off/warn against
1567	驾	12492	95.0094126728	jia4	to drive/to draw/to harness/to mount
1568	漂	12488	95.0158662855	piao1/piao3/piao4	to float/to drift, to bleach, elegant/polished
1569	饮	12453	95.0223018108	yin3	drink
1570	曹	12443	95.0287321682	cao2	a company/a class/a generation/(a surname)
1571	朵	12435	95.0351583914	duo3	M for flowers
1572	仔	12428	95.041580997	zi1/zi3/zai3	duty/responsibility, minutely/young
1573	柔	12389	95.0479834481	rou2	soft
1574	俩	12340	95.0543605766	lia3/liang3	(a numeral-measure word) two/both, craft/cunning
1575	孟	12274	95.0607035974	meng4	first month/eldest brother/(surname)
1576	腐	12264	95.0670414503	fu3	decay/rotten
1577	幼	12257	95.0733756857	you4	young
1578	践	12242	95.0797021693	jian4	fulfill (a promise)/tread/walk
1579	籍	12205	95.0860095319	ji2	(surname)/record/register/native place
1580	牧	12193	95.092310693	mu4	shepherd
1581	凉	12156	95.0985927331	liang2	cool/cold
1582	牲	12107	95.1048494507	sheng1	domestic animal
1583	佳	12061	95.1110823962	jia1	excellent
1584	娜	12060	95.117314825	nuo2/na4	elegant/graceful
1585	浓	12016	95.1235245151	nong2	concentrated/dense
1586	芳	12015	95.1297336885	fang1	fragrant
1587	稿	12012	95.1359413116	gao3	manuscript/draft/stalk of grain
1588	竹	12000	95.1421427332	zhu2	bamboo
1589	腹	11974	95.1483307184	fu4	abdomen/stomach/belly
1590	跌	11967	95.1545150861	die1	to drop/to fall/to tumble
1591	逻	11959	95.1606953195	luo2	logic/patrol
1592	垂	11949	95.1668703851	chui2	to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach
1593	遵	11935	95.1730382157	zun1	to observe/to obey/to follow
1594	脉	11932	95.1792044959	mai4	mountain range/pulse
1595	貌	11921	95.1853650915	mao4	appearance
1596	柏	11902	95.1915158682	bai3/bo4	(surname)/cedar/cypress, cypress/cedar
1597	狱	11886	95.1976583763	yu4	prison
1598	猜	11875	95.2037951997	cai1	to guess
1599	怜	11848	95.20991807	lian2	to pity
1600	惑	11829	95.2160311214	huo4	confuse
1601	陶	11821	95.2221400385	tao2	pottery, (surname)/pleased/pottery
1602	兽	11820	95.2282484387	shou4	beast/quadruped
1603	帐	11798	95.2343454698	zhang4	account/mosquito net/tent/curtain/debt/credit
1604	饰	11794	95.2404404336	shi4	adorn/ornaments
1605	贷	11793	95.2465348807	dai4	lend on interest/borrow/loan/make excuses/pardon/forgive
1606	昌	11787	95.2526262271	chang1	prosperous/flourish
1607	叙	11786	95.2587170567	xu4	narrate/abbreviation for Syria
1608	躺	11745	95.2647866981	tang3	to recline/to lie down
1609	钢	11738	95.270852722	gang1	steel
1610	沟	11735	95.2769171956	gou1	ditch/gutter
1611	寄	11729	95.2829785684	ji4	lodge at/to mail/to send/to entrust/to depend
1612	扶	11659	95.2890037663	fu2	to support with hand/to help sb. up/to help
1613	铺	11654	95.2950263803	pu1/pu4	to spread, a store, a bed/a store
1614	邓	11651	95.3010474439	deng4	Deng (Xiaoping)
1615	寿	11646	95.3070659236	shou4	(long) life
1616	惧	11644	95.3130833697	ju4	to fear
1617	询	11643	95.319100299	xun2	inquire
1618	汤	11620	95.3251053423	tang1	(surname)/soup
1619	盗	11595	95.3310974659	dao4	steal/rob/plunder/a thief/bandit/robber
1620	肥	11594	95.3370890727	fei2	loose-fitting/fat/fertile
1621	尝	11557	95.3430615585	chang2	indicator of past tense/to taste/flavor/already/ever/once/test/already/formerly, to taste
1622	匆	11540	95.349025259	cong1	hurried/hasty
1623	辉	11518	95.3549775902	hui1	bright/glorious
1624	奈	11509	95.3609252703	nai4	how can one help
1625	扣	11505	95.3668708833	kou4	10 percent/button/detain, button
1626	廷	11499	95.3728133955	ting2	palace courtyard
1627	澳	11475	95.378743505	ao4	Australia/deep bay/cove/bay/harbor/(abbrev) Macao
1628	嘛	11474	95.3846730976	ma	(a modal particle)
1629	董	11450	95.3905902874	dong3	(surname)/supervise/to direct/director
1630	迁	11433	95.3964986918	qian1	to move/to shift
1631	凝	11409	95.4023946934	ning2	congeal/concentrate attention
1632	慰	11379	95.4082751915	wei4	reassure
1633	厌	11376	95.4141541392	yan4	loathe
1634	脏	11350	95.4200196504	zang1/zang4	dirty/filthy, viscera
1635	腾	11343	95.4258815442	teng2	to soar/to gallop/to rise/to prance/to hover/to move out
1636	幽	11319	95.4317310352	you1	quiet/secluded
1637	怨	11305	95.4375732911	yuan4	blame/complain
1638	鞋	11288	95.4434067617	xie2	shoe
1639	丢	11285	95.449238682	diu1	to lose/to put aside/to throw
1640	埋	11246	95.4550504476	mai2/man2	bury, to blame
1641	泉	11237	95.4608575621	quan2	fountain/spring
1642	涌	11228	95.4666600256	yong3	bubble up/rush forth
1643	辖	11213	95.4724547373	xia2	have jurisdiction over
1644	躲	11201	95.4782432476	duo3	avoid/get out of way/to hide/to go into hiding
1645	晋	11192	95.4840271069	jin4	name of a dynasty
1646	紫	11172	95.4898006304	zi3	purple
1647	艰	11164	95.4955700196	jian1	difficult/hard/hardship
1648	魏	11161	95.5013378585	wei4	(surname)/name of a dynasty
1649	吾	11154	95.5071020799	wu2	I/my
1650	慌	11149	95.5128637174	huang1	nervous
1651	祝	11144	95.5186227709	zhu4	invoke/pray to/wish/to express good wishes
1652	邮	11137	95.524378207	you2	post (office)/mail
1653	吐	11132	95.5301310591	tu3/tu4	to spit, vomit
1654	狠	11116	95.5358756426	hen3	fierce/very
1655	鉴	11090	95.5416067898	jian4	example/mirror/to view/reflection/to reflect/to inspect/to warn/(ancient bronze mirror)
1656	曰	11075	95.5473301852	yue1	to speak/to say
1657	械	11060	95.5530458287	xie4	tools
1658	咬	11029	95.558745452	yao3	bite/nip
1659	邻	10996	95.5644280213	lin2	neighbor/adjacent/close to
1660	赤	10981	95.5701028389	chi4	red/scarlet/bare/naked
1661	挤	10920	95.5757461326	ji3	crowded/to squeeze
1662	弯	10917	95.5813878759	wan1	bend/bent
1663	椅	10917	95.5870296192	yi3	chair
